SEXE,AGE,TAILLE_AGGLOMERATION_NB_HABITANTS,REGION,CSP,SITUATION_FAMILIALE,ENFANT,Q5_1_val_VarFr,Q5_2_val_PopRock,Q5_3_val_RapHipHop,Q5_4_val_Classique,Q5_5_val_Jazz,Q5_6_val_Dance,Q5_7_val_Electro,Q5_8_val_Metal,Q5_9_val_RnB,Q5_10_val_Soul,Q5_11_val_Reggae,Q5_12_val_MusiqueDuMonde,Q5_13_val_Autre
Femme,50_64,Plus_100000,Île-de-France,CSP_Plus,En_couple,Aucun,Variété Française,,,,,,,,,,,Musiques du monde,
Femme,35_49,Plus_100000,Centre-Val de Loire,CSP_Moins,En_couple,Aucun,Variété Française,,,,Jazz,,,,,,,,
Femme,50_64,Moins_100000,Nouvelle-Aquitaine,Inactif,Célibataire,#NUL!,Variété Française,,,,,,,,,,Reggae,Musiques du monde,
Homme,15_24,Plus_100000,Île-de-France,Inactif,Enfant_vivant_chez_parents,Aucun,,Pop / Rock,Rap / Hip-Hop,,,Dance,,Métal,R&B,Soul,,,
Femme,15_24,Moins_100000,Nouvelle-Aquitaine,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,,,Dance,,,R&B,,,,
Femme,15_24,Moins_100000,Pays-de-la-Loire,Inactif,Célibataire,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,,,,R&B,,,,
Femme,35_49,Plus_100000,Auvergne-Rhône-Alpes,CSP_Plus,Célibataire,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,Classique,,Dance,,,,,,,
Homme,15_24,Plus_100000,Île-de-France,Inactif,En_couple,Aucun,,,Rap / Hip-Hop,,,Dance,,Métal,,,,,
Femme,15_24,Moins_100000,Bourgogne-Franche-Comté,CSP_Plus,En_couple,Aucun,Variété Française,Pop / Rock,Rap / Hip-Hop,,,Dance,Electronique,,R&B,,Reggae,,
Homme,15_24,Plus_100000,Bretagne,Inactif,Célibataire,Aucun,,,,,,,,,,,,Musiques du monde,
Femme,35_49,Moins_100000,Normandie,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,,,,,,R&B,,Reggae,,
Homme,15_24,Moins_100000,Normandie,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,,,,,,,,,,,,,Autres genres
Homme,35_49,Plus_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,,,,,,,,R&B,,,Musiques du monde,
Femme,15_24,Plus_100000,Pays-de-la-Loire,Inactif,Célibataire,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,,,Dance,Electronique,,R&B,,Reggae,,
Femme,15_24,Plus_100000,Pays-de-la-Loire,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,,Pop / Rock,Rap / Hip-Hop,,,Dance,,,R&B,Soul,,,
Homme,15_24,Plus_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,,,,Electronique,,R&B,,,,
Femme,15_24,Plus_100000,Hauts-de-France,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,,,,,,,,
Femme,15_24,Plus_100000,Île-de-France,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,,,,,,,,
Femme,15_24,Plus_100000,Hauts-de-France,CSP_Moins,Enfant_vivant_chez_parents,#NUL!,,,Rap / Hip-Hop,,,,,,R&B,,,,
Homme,15_24,Moins_100000,Normandie,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,,,,Jazz,,,,,,,,
Femme,15_24,Plus_100000,Île-de-France,Inactif,Enfant_vivant_chez_parents,Aucun,,,Rap / Hip-Hop,,,Dance,,,,,,,Autres genres
Homme,25_34,Plus_100000,Île-de-France,CSP_Plus,En_couple,Aucun,,,Rap / Hip-Hop,,,,,,,,,,
Homme,15_24,Moins_100000,Auvergne-Rhône-Alpes,CSP_Moins,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,,,,Classique,,,,,,,,,Autres genres
Homme,15_24,Moins_100000,Grand-Est,Inactif,Enfant_vivant_chez_parents,Aucun,Variété Française,Pop / Rock,Rap / Hip-Hop,,,,,,,,,,
Homme,15_24,Moins_100000,Nouvelle-Aquitaine,CSP_Moins,En_couple,Aucun,,,Rap / Hip-Hop,,,Dance,,,,,,,
Femme,15_24,Plus_100000,Île-de-France,Inactif,Célibataire,Un_ou_plus_dans_le_foyer,,,,Classique,,,Electronique,,,,,Musiques du monde,
Homme,15_24,Plus_100000,Hauts-de-France,Inactif,Enfant_vivant_chez_parents,Aucun,Variété Française,,Rap / Hip-Hop,,,,Electronique,,R&B,,Reggae,Musiques du monde,
Femme,15_24,Plus_100000,Nouvelle-Aquitaine,CSP_Moins,Célibataire,#NUL!,Variété Française,Pop / Rock,,,,Dance,,,R&B,,,,
Homme,15_24,Plus_100000,Occitanie,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,,Electronique,Métal,,,,,
Femme,15_24,Plus_100000,Île-de-France,CSP_Plus,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,,,,,
Femme,25_34,Moins_100000,Auvergne-Rhône-Alpes,CSP_Moins,Célibataire,#NUL!,,Pop / Rock,,Classique,,,,Métal,,,,Musiques du monde,
Homme,50_64,Moins_100000,Nouvelle-Aquitaine,CSP_Plus,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,,,,Musiques du monde,
Homme,50_64,Moins_100000,Hauts-de-France,CSP_Moins,En_couple,Aucun,Variété Française,,Rap / Hip-Hop,,,Dance,Electronique,,,,Reggae,Musiques du monde,
Femme,50_64,Moins_100000,Hauts-de-France,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,,,,,
Homme,50_64,Plus_100000,Normandie,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,,,,R&B,,,,
Femme,50_64,Plus_100000,Auvergne-Rhône-Alpes,CSP_Moins,Célibataire,#NUL!,Variété Française,Pop / Rock,,,,,,,,,,,
Homme,25_34,Plus_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,,,,Dance,,,,,,,
Homme,50_64,Plus_100000,Auvergne-Rhône-Alpes,CSP_Plus,Célibataire,#NUL!,,,,,,,,,,,,,
Femme,50_64,Moins_100000,Normandie,CSP_Moins,En_couple,Aucun,Variété Française,Pop / Rock,,,,Dance,,,,,,Musiques du monde,
Homme,50_64,Moins_100000,Auvergne-Rhône-Alpes,CSP_Plus,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,,,,,
Homme,25_34,Plus_100000,Auvergne-Rhône-Alpes,CSP_Plus,Célibataire,#NUL!,,Pop / Rock,,,,,Electronique,,,,,,
Femme,25_34,Plus_100000,Bretagne,Inactif,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,Classique,,,,,R&B,,Reggae,Musiques du monde,
Femme,15_24,Moins_100000,Pays-de-la-Loire,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,,,,R&B,,,,
Femme,50_64,Plus_100000,Auvergne-Rhône-Alpes,CSP_Moins,En_couple,Aucun,Variété Française,,,,,Dance,,,R&B,,,Musiques du monde,
Homme,50_64,Moins_100000,Hauts-de-France,CSP_Moins,En_couple,Aucun,Variété Française,Pop / Rock,Rap / Hip-Hop,Classique,Jazz,,,,R&B,Soul,Reggae,Musiques du monde,Autres genres
Femme,50_64,Moins_100000,Centre-Val de Loire,CSP_Moins,En_couple,Aucun,Variété Française,Pop / Rock,,,,Dance,,,,,Reggae,Musiques du monde,
Homme,50_64,Plus_100000,Normandie,CSP_Moins,Célibataire,#NUL!,Variété Française,Pop / Rock,,,,,,,,,,,
Homme,50_64,Moins_100000,Grand-Est,CSP_Plus,En_couple,Aucun,Variété Française,Pop / Rock,,Classique,Jazz,,,,,,,,
Femme,25_34,Plus_100000,Provence-Alpes-Côte-d'Azur,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,,,,Dance,Electronique,,,,Reggae,,
Femme,35_49,Moins_100000,Grand-Est,CSP_Moins,En_couple,Aucun,Variété Française,Pop / Rock,,Classique,Jazz,,,,,,,,
Femme,25_34,Moins_100000,Hauts-de-France,Inactif,En_couple,Un_ou_plus_dans_le_foyer,,,,,,,,,R&B,,,,
Homme,50_64,Moins_100000,Normandie,CSP_Moins,En_couple,Aucun,,,,,,,,,,,,,
Femme,25_34,Plus_100000,Hauts-de-France,Inactif,Célibataire,#NUL!,,Pop / Rock,,,,,,,,,,,
Homme,50_64,Moins_100000,Bourgogne-Franche-Comté,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,Dance,Electronique,,,Soul,Reggae,,
Femme,50_64,Moins_100000,Occitanie,CSP_Plus,En_couple,Aucun,Variété Française,,,Classique,,,,,,,,Musiques du monde,Autres genres
Femme,50_64,Plus_100000,Hauts-de-France,Inactif,En_couple,Aucun,,,,,,,,,,,,,
Homme,50_64,Moins_100000,Île-de-France,CSP_Plus,Célibataire,#NUL!,Variété Française,,,,Jazz,,,Métal,,,Reggae,Musiques du monde,
Homme,25_34,Moins_100000,Auvergne-Rhône-Alpes,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,,,,,,R&B,,Reggae,,
Homme,25_34,Plus_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,,Jazz,,Electronique,Métal,,Soul,,,
Homme,50_64,Plus_100000,Occitanie,CSP_Plus,Célibataire,#NUL!,Variété Française,Pop / Rock,,Classique,Jazz,,,Métal,,,,,
Femme,50_64,Moins_100000,Normandie,CSP_Plus,Célibataire,#NUL!,Variété Française,Pop / Rock,Rap / Hip-Hop,,Jazz,Dance,Electronique,,R&B,Soul,,,
Homme,50_64,Plus_100000,Pays-de-la-Loire,CSP_Plus,En_couple,Aucun,,,,,,,,,,,,,
Femme,50_64,Moins_100000,Auvergne-Rhône-Alpes,Inactif,Célibataire,Aucun,Variété Française,,,,,,,,,,,,
Homme,50_64,Moins_100000,Grand-Est,CSP_Moins,Célibataire,#NUL!,,,,Classique,,,,,,,,,
Femme,50_64,Plus_100000,Île-de-France,CSP_Plus,Célibataire,Aucun,,Pop / Rock,,,Jazz,,,Métal,R&B,Soul,,Musiques du monde,
Femme,25_34,Plus_100000,Auvergne-Rhône-Alpes,Inactif,En_couple,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,,,,R&B,,,,Autres genres
Femme,50_64,Plus_100000,Provence-Alpes-Côte-d'Azur,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,Rap / Hip-Hop,,,Dance,,,,,Reggae,,
Femme,50_64,Moins_100000,Bourgogne-Franche-Comté,Inactif,Célibataire,#NUL!,Variété Française,Pop / Rock,Rap / Hip-Hop,,,Dance,,,,Soul,Reggae,Musiques du monde,
Femme,25_34,Moins_100000,Normandie,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,Rap / Hip-Hop,,,,,Métal,R&B,,,,
Homme,25_34,Plus_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,Classique,,,,,R&B,Soul,,Musiques du monde,
Homme,50_64,Moins_100000,Grand-Est,Inactif,En_couple,Aucun,,Pop / Rock,,,Jazz,,,,,Soul,,,
Homme,50_64,Moins_100000,Centre-Val de Loire,Inactif,Célibataire,#NUL!,,Pop / Rock,,,,,,Métal,,,,,
Femme,25_34,Moins_100000,Occitanie,Inactif,En_couple,Un_ou_plus_dans_le_foyer,,,,,,,,,,,,,
Femme,50_64,Moins_100000,Auvergne-Rhône-Alpes,CSP_Plus,En_couple,Aucun,,Pop / Rock,,,,Dance,Electronique,,,,,,
Femme,25_34,Moins_100000,Bourgogne-Franche-Comté,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,,,,Dance,,,,,,,
Femme,25_34,Moins_100000,Hauts-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,,,,,,,,
Femme,50_64,Moins_100000,Occitanie,CSP_Moins,En_couple,Aucun,,,,,,,,,,,,,
Femme,50_64,Moins_100000,Pays-de-la-Loire,CSP_Plus,En_couple,Aucun,Variété Française,,,,,,,,,,,,
Femme,25_34,Moins_100000,Hauts-de-France,Inactif,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,,,,,,R&B,,,,
Femme,25_34,Plus_100000,Normandie,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,,,,,,,,,,,,
Femme,25_34,Moins_100000,Bourgogne-Franche-Comté,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,,,Dance,Electronique,,R&B,,,,
Homme,50_64,Moins_100000,Normandie,CSP_Plus,En_couple,Aucun,,,,,,,,,,,,,
Femme,50_64,Moins_100000,Occitanie,CSP_Moins,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,R&B,Soul,,,
Femme,50_64,Plus_100000,Auvergne-Rhône-Alpes,Inactif,Célibataire,#NUL!,Variété Française,,Rap / Hip-Hop,Classique,,,Electronique,,R&B,Soul,,,
Homme,50_64,Moins_100000,Bretagne,Inactif,En_couple,Aucun,,Pop / Rock,,Classique,,,,Métal,,,,Musiques du monde,
Homme,50_64,Moins_100000,Occitanie,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,Classique,,,,Métal,,,,,
Homme,50_64,Moins_100000,Île-de-France,Inactif,En_couple,Aucun,,Pop / Rock,,,,,,,,,,,
Femme,50_64,Moins_100000,Hauts-de-France,Inactif,Célibataire,#NUL!,,Pop / Rock,,,,,,,,,,,Autres genres
Femme,50_64,Plus_100000,Provence-Alpes-Côte-d'Azur,Inactif,En_couple,Aucun,Variété Française,,,,,,,,,,,,
Homme,50_64,Moins_100000,Grand-Est,Inactif,Célibataire,#NUL!,,,,,,,,,,,,,
Homme,15_24,Plus_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,Classique,Jazz,,Electronique,Métal,R&B,Soul,,Musiques du monde,
Homme,50_64,Moins_100000,Normandie,Inactif,En_couple,Aucun,,,,Classique,Jazz,,,,,,,Musiques du monde,
Femme,25_34,Moins_100000,Centre-Val de Loire,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,Classique,,Dance,,Métal,R&B,Soul,Reggae,Musiques du monde,
Femme,50_64,Plus_100000,Occitanie,CSP_Moins,En_couple,Aucun,,Pop / Rock,,Classique,,,,Métal,,,Reggae,Musiques du monde,
Femme,50_64,Moins_100000,Nouvelle-Aquitaine,Inactif,En_couple,Aucun,Variété Française,,,,,,,,,,Reggae,,
Homme,50_64,Plus_100000,Normandie,Inactif,En_couple,Aucun,,Pop / Rock,,Classique,Jazz,,,Métal,,Soul,Reggae,Musiques du monde,
Homme,25_34,Plus_100000,Centre-Val de Loire,CSP_Moins,Célibataire,#NUL!,Variété Française,,,,,,,,R&B,,,,
Homme,50_64,Moins_100000,Nouvelle-Aquitaine,CSP_Moins,En_couple,Aucun,,Pop / Rock,,,,,,,,,,,
Femme,50_64,Moins_100000,Bourgogne-Franche-Comté,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,,,Reggae,,Autres genres
Femme,15_24,Moins_100000,Pays-de-la-Loire,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,,,,,,,,
Femme,50_64,Moins_100000,Hauts-de-France,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,Rap / Hip-Hop,Classique,,,Electronique,,,Soul,,Musiques du monde,
Femme,50_64,Moins_100000,Normandie,Inactif,En_couple,Aucun,,,,,,,,,,,,,
Femme,50_64,Plus_100000,Nouvelle-Aquitaine,Inactif,Célibataire,#NUL!,Variété Française,,,,,Dance,,,,Soul,,,
Homme,50_64,Plus_100000,Île-de-France,Inactif,En_couple,Aucun,,Pop / Rock,,,,,,,,,,,
Femme,50_64,Moins_100000,Hauts-de-France,CSP_Plus,En_couple,Aucun,Variété Française,Pop / Rock,,Classique,,Dance,,,,,Reggae,Musiques du monde,
Femme,50_64,Moins_100000,Bretagne,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,Rap / Hip-Hop,,Jazz,Dance,,,,Soul,,,
Homme,50_64,Moins_100000,Grand-Est,Inactif,En_couple,Aucun,,,,,,,,,,,,,
Femme,15_24,Plus_100000,Île-de-France,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,Jazz,,Electronique,,,Soul,Reggae,Musiques du monde,
Femme,15_24,Moins_100000,Pays-de-la-Loire,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,Dance,,,,,Reggae,,
Femme,35_49,Plus_100000,Île-de-France,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,,Classique,Jazz,Dance,Electronique,,R&B,Soul,Reggae,,
Homme,15_24,Moins_100000,Centre-Val de Loire,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,,,,,,R&B,,,,
Homme,15_24,Moins_100000,Nouvelle-Aquitaine,Inactif,Enfant_vivant_chez_parents,Aucun,,,Rap / Hip-Hop,,,Dance,,,,,,,
Femme,15_24,Moins_100000,Pays-de-la-Loire,Inactif,Enfant_vivant_chez_parents,Aucun,,Pop / Rock,,,,,,,R&B,Soul,Reggae,,
Homme,15_24,Plus_100000,Île-de-France,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,,,Dance,,,R&B,,Reggae,,
Homme,15_24,Plus_100000,Hauts-de-France,Inactif,Célibataire,Aucun,,,,,,,,,,,,,
Femme,25_34,Plus_100000,Île-de-France,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,,,,,,,,R&B,,,,
Femme,15_24,Plus_100000,Provence-Alpes-Côte-d'Azur,Inactif,Enfant_vivant_chez_parents,Aucun,,,,,,,,,R&B,Soul,,Musiques du monde,
Homme,15_24,Plus_100000,Auvergne-Rhône-Alpes,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,,,,,,,,
Homme,15_24,Moins_100000,Normandie,Inactif,Enfant_vivant_chez_parents,Aucun,Variété Française,Pop / Rock,,,,,,,,,,,
Homme,50_64,Moins_100000,Bourgogne-Franche-Comté,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,,,,,,,,R&B,,,,
Homme,15_24,Plus_100000,Bretagne,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,,,Dance,,,,,,,
Homme,15_24,Moins_100000,Grand-Est,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,,,,,,,,,,
Femme,35_49,Moins_100000,Auvergne-Rhône-Alpes,CSP_Plus,Célibataire,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,Dance,Electronique,,,,,,
Homme,15_24,Moins_100000,Grand-Est,Inactif,Enfant_vivant_chez_parents,Aucun,,,Rap / Hip-Hop,,,,,,,,,,
Homme,15_24,Plus_100000,Nouvelle-Aquitaine,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,,,Dance,,,,,,,
Homme,15_24,Moins_100000,Hauts-de-France,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,,,,,,,Soul,,,
Femme,35_49,Plus_100000,Auvergne-Rhône-Alpes,CSP_Plus,Célibataire,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,,,Métal,,,,,
Homme,35_49,Plus_100000,Pays-de-la-Loire,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,Classique,,,,,,,,,
Homme,50_64,Plus_100000,Normandie,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,,,,,,,,
Femme,50_64,Moins_100000,Occitanie,CSP_Plus,Célibataire,Aucun,Variété Française,Pop / Rock,,Classique,Jazz,,,,,Soul,,,
Femme,50_64,Plus_100000,Île-de-France,CSP_Plus,Célibataire,Aucun,,,,,,,,,,,,,Autres genres
Femme,25_34,Plus_100000,Hauts-de-France,CSP_Moins,Célibataire,#NUL!,Variété Française,Pop / Rock,Rap / Hip-Hop,,,,,,,,,Musiques du monde,
Homme,25_34,Plus_100000,Île-de-France,CSP_Plus,Enfant_vivant_chez_parents,Aucun,,Pop / Rock,Rap / Hip-Hop,Classique,,,,,,Soul,,,
Homme,25_34,Moins_100000,Grand-Est,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,Rap / Hip-Hop,,,Dance,,,R&B,,,,
Femme,25_34,Plus_100000,Pays-de-la-Loire,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,Rap / Hip-Hop,Classique,Jazz,,,Métal,R&B,,Reggae,Musiques du monde,Autres genres
Femme,50_64,Plus_100000,Île-de-France,CSP_Moins,En_couple,Aucun,Variété Française,,,Classique,,Dance,,,R&B,Soul,Reggae,Musiques du monde,
Femme,25_34,Plus_100000,Hauts-de-France,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,,,,,Dance,,,R&B,,,,
Homme,50_64,Moins_100000,Nouvelle-Aquitaine,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,Classique,,,,,,Soul,Reggae,,
Femme,25_34,Plus_100000,Provence-Alpes-Côte-d'Azur,CSP_Plus,Célibataire,#NUL!,Variété Française,,Rap / Hip-Hop,,,Dance,Electronique,,R&B,,Reggae,,
Homme,25_34,Plus_100000,Île-de-France,Inactif,En_couple,Un_ou_plus_dans_le_foyer,,,,,,,,,,,,Musiques du monde,
Homme,25_34,Plus_100000,Auvergne-Rhône-Alpes,CSP_Plus,Célibataire,#NUL!,Variété Française,Pop / Rock,,,,,,,,Soul,,,
Femme,50_64,Moins_100000,Pays-de-la-Loire,CSP_Plus,En_couple,Aucun,Variété Française,,,,,,,,,,,,
Homme,25_34,Plus_100000,Pays-de-la-Loire,CSP_Plus,Célibataire,#NUL!,,Pop / Rock,,,,,,Métal,R&B,,Reggae,Musiques du monde,Autres genres
Femme,25_34,Moins_100000,Hauts-de-France,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,Dance,,,,Soul,,,
Homme,50_64,Moins_100000,Bretagne,CSP_Moins,En_couple,Aucun,,Pop / Rock,,,Jazz,,,Métal,,,Reggae,,
Homme,35_49,Moins_100000,Hauts-de-France,CSP_Plus,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,,Soul,,,
Homme,50_64,Moins_100000,Auvergne-Rhône-Alpes,CSP_Plus,Célibataire,#NUL!,,,,,,Dance,,,,,,,
Femme,50_64,Plus_100000,Île-de-France,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,Classique,,,,,,,,,
Homme,35_49,Plus_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,,,Classique,Jazz,,,,,,Reggae,,
Homme,25_34,Moins_100000,Grand-Est,CSP_Plus,En_couple,Aucun,Variété Française,Pop / Rock,Rap / Hip-Hop,,,Dance,,,R&B,Soul,,,
Homme,35_49,Plus_100000,Grand-Est,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,Jazz,,,,,,,,
Homme,25_34,Plus_100000,Grand-Est,CSP_Plus,En_couple,Aucun,,,Rap / Hip-Hop,,,,Electronique,,,,,,
Femme,50_64,Moins_100000,Hauts-de-France,CSP_Moins,En_couple,Aucun,Variété Française,,,,,Dance,,,,,,Musiques du monde,
Femme,25_34,Plus_100000,Hauts-de-France,CSP_Plus,En_couple,Aucun,Variété Française,Pop / Rock,Rap / Hip-Hop,,,Dance,,,R&B,,,,
Femme,15_24,Plus_100000,Nouvelle-Aquitaine,Inactif,En_couple,Aucun,,Pop / Rock,Rap / Hip-Hop,,,,Electronique,,R&B,Soul,Reggae,,
Homme,50_64,Moins_100000,Nouvelle-Aquitaine,CSP_Moins,En_couple,Aucun,Variété Française,,,,,,,,,,,Musiques du monde,
Homme,50_64,Plus_100000,Nouvelle-Aquitaine,CSP_Plus,En_couple,Aucun,Variété Française,Pop / Rock,,,Jazz,,,,,,,Musiques du monde,
Homme,50_64,Plus_100000,Île-de-France,CSP_Plus,En_couple,Aucun,,Pop / Rock,,,,,,,,,Reggae,,
Femme,15_24,Moins_100000,Bretagne,CSP_Moins,En_couple,Aucun,Variété Française,Pop / Rock,Rap / Hip-Hop,,Jazz,Dance,Electronique,Métal,R&B,Soul,Reggae,,Autres genres
Femme,25_34,Moins_100000,Bretagne,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,Rap / Hip-Hop,,,Dance,Electronique,,,,,,
Femme,25_34,Moins_100000,Occitanie,CSP_Moins,En_couple,Aucun,Variété Française,Pop / Rock,,,Jazz,,,,R&B,,Reggae,,
Homme,25_34,Plus_100000,Nouvelle-Aquitaine,CSP_Moins,En_couple,Aucun,,,Rap / Hip-Hop,,Jazz,,,,R&B,Soul,,,
Homme,50_64,Moins_100000,Occitanie,CSP_Moins,Célibataire,#NUL!,,,,,,,,,,,,,
Homme,50_64,Plus_100000,Hauts-de-France,CSP_Plus,En_couple,Aucun,,Pop / Rock,,,,,,,,,,,
Homme,25_34,Plus_100000,Provence-Alpes-Côte-d'Azur,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,,,Classique,,Dance,Electronique,,,Soul,Reggae,,
Homme,50_64,Moins_100000,Pays-de-la-Loire,CSP_Plus,En_couple,Aucun,,,,,,,,,,,,,
Femme,25_34,Plus_100000,Île-de-France,Inactif,En_couple,Aucun,,,,,,,,,,,,,
Homme,50_64,Moins_100000,Nouvelle-Aquitaine,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,,Classique,Jazz,,,,,,,,
Femme,25_34,Moins_100000,Auvergne-Rhône-Alpes,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,,,Dance,,,R&B,,Reggae,,
Homme,25_34,Moins_100000,Grand-Est,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,Jazz,Dance,,,R&B,,,,
Femme,50_64,Moins_100000,Occitanie,CSP_Plus,Célibataire,#NUL!,Variété Française,,,,Jazz,,,,,Soul,Reggae,Musiques du monde,
Femme,25_34,Plus_100000,Occitanie,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,,,,Jazz,,Electronique,,,,,Musiques du monde,
Femme,50_64,Plus_100000,Nouvelle-Aquitaine,CSP_Moins,Célibataire,Aucun,,,,,,,,,,,,,
