SEXE,AGE,TAILLE_AGGLOMERATION_NB_HABITANTS,REGION,CSP,SITUATION_FAMILIALE,ENFANT,Q5_1_val_VarFr,Q5_2_val_PopRock,Q5_3_val_RapHipHop,Q5_4_val_Classique,Q5_5_val_Jazz,Q5_6_val_Dance,Q5_7_val_Electro,Q5_8_val_Metal,Q5_9_val_RnB,Q5_10_val_Soul,Q5_11_val_Reggae,Q5_12_val_MusiqueDuMonde,Q5_13_val_Autre
Homme,25_34,Plus_100000,Hauts-de-France,Inactif,En_couple,#NUL!,,,Rap / Hip-Hop,,,,,,,,,,
Femme,25_34,Plus_100000,Occitanie,CSP_Plus,Célibataire,#NUL!,Variété Française,Pop / Rock,Rap / Hip-Hop,,,Dance,,,R&B,Soul,,,
Femme,25_34,Moins_100000,Hauts-de-France,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,,,,R&B,,,,
Femme,65+,Plus_100000,Hauts-de-France,Inactif,En_couple,Aucun,Variété Française,,,Classique,Jazz,,,,,,Reggae,,
Femme,25_34,Plus_100000,Île-de-France,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,Rap / Hip-Hop,,,,,,R&B,Soul,,,
Homme,65+,Plus_100000,Hauts-de-France,Inactif,En_couple,Aucun,Variété Française,,,,,,,,,,,,
Femme,15_24,Plus_100000,Hauts-de-France,Inactif,En_couple,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,,Electronique,,R&B,,,Musiques du monde,Autres genres
Femme,25_34,Plus_100000,Auvergne-Rhône-Alpes,CSP_Moins,Célibataire,Un_ou_plus_dans_le_foyer,Variété Française,,,,,,,,,,,,
Femme,25_34,Moins_100000,Centre-Val de Loire,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,,,,,,,,R&B,,,,
Homme,65+,Moins_100000,Occitanie,Inactif,Célibataire,#NUL!,Variété Française,,,,,,,,,,,,
Homme,65+,Plus_100000,Nouvelle-Aquitaine,Inactif,Célibataire,#NUL!,Variété Française,Pop / Rock,,,,,,,,,,,
Femme,25_34,Plus_100000,Auvergne-Rhône-Alpes,CSP_Plus,Célibataire,#NUL!,,Pop / Rock,,,Jazz,,,,R&B,,,,
Homme,25_34,Moins_100000,Grand-Est,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,,,,,,,,,,
Femme,65+,Plus_100000,Île-de-France,Inactif,En_couple,Aucun,Variété Française,,,Classique,Jazz,,,,,,Reggae,Musiques du monde,
Femme,15_24,Moins_100000,Centre-Val de Loire,CSP_Moins,Célibataire,#NUL!,,Pop / Rock,Rap / Hip-Hop,,,Dance,,,R&B,,,,
Femme,15_24,Plus_100000,Auvergne-Rhône-Alpes,Inactif,Célibataire,#NUL!,,Pop / Rock,Rap / Hip-Hop,,,,,,R&B,,Reggae,,
Femme,25_34,Moins_100000,Auvergne-Rhône-Alpes,CSP_Moins,En_couple,Aucun,Variété Française,Pop / Rock,Rap / Hip-Hop,,,Dance,Electronique,,R&B,,,,
Homme,65+,Plus_100000,Île-de-France,Inactif,Célibataire,#NUL!,,Pop / Rock,,,Jazz,,,,,,,,
Homme,65+,Moins_100000,Nouvelle-Aquitaine,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,Classique,,,,,R&B,,,Musiques du monde,
Homme,65+,Moins_100000,Pays-de-la-Loire,Inactif,En_couple,Aucun,Variété Française,,,,,,,,,,,Musiques du monde,
Femme,25_34,Moins_100000,Hauts-de-France,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,,,,,,,,,,,,,
Homme,15_24,Plus_100000,Île-de-France,CSP_Plus,Célibataire,#NUL!,,,,,,,Electronique,,,,,,
Homme,65+,Plus_100000,Provence-Alpes-Côte-d'Azur,Inactif,En_couple,Aucun,Variété Française,,,Classique,Jazz,,,,,,,,
Femme,25_34,Plus_100000,Pays-de-la-Loire,Inactif,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,,Classique,Jazz,,,,,Soul,,,
Femme,15_24,Moins_100000,Bourgogne-Franche-Comté,CSP_Moins,Enfant_vivant_chez_parents,Aucun,,,,,,,,,,,,,Autres genres
Femme,25_34,Moins_100000,Provence-Alpes-Côte-d'Azur,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,,Classique,Jazz,Dance,,,,,,,
Homme,65+,Moins_100000,Auvergne-Rhône-Alpes,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,Rap / Hip-Hop,,,Dance,Electronique,,R&B,Soul,Reggae,Musiques du monde,
Homme,65+,Moins_100000,Pays-de-la-Loire,CSP_Moins,Célibataire,#NUL!,Variété Française,,,,,,,,,,,,
Homme,65+,Moins_100000,Auvergne-Rhône-Alpes,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,,,,Electronique,,,,,,
Homme,65+,Moins_100000,Hauts-de-France,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,,,,Musiques du monde,
Homme,65+,Moins_100000,Occitanie,Inactif,Célibataire,#NUL!,Variété Française,Pop / Rock,Rap / Hip-Hop,,,Dance,,,R&B,Soul,Reggae,Musiques du monde,
Femme,65+,Moins_100000,Grand-Est,Inactif,En_couple,Aucun,,,,Classique,,,,,,,,Musiques du monde,
Homme,65+,Moins_100000,Hauts-de-France,Inactif,En_couple,Aucun,,Pop / Rock,,,Jazz,Dance,Electronique,,,Soul,,,
Femme,15_24,Plus_100000,Île-de-France,Inactif,Célibataire,#NUL!,,,Rap / Hip-Hop,,,,,,R&B,,,,
Femme,25_34,Plus_100000,Pays-de-la-Loire,CSP_Plus,Célibataire,#NUL!,Variété Française,Pop / Rock,,,Jazz,Dance,Electronique,,,,,Musiques du monde,
Femme,25_34,Plus_100000,Nouvelle-Aquitaine,CSP_Plus,En_couple,Aucun,Variété Française,Pop / Rock,,Classique,,Dance,Electronique,,,Soul,,Musiques du monde,
Homme,25_34,Plus_100000,Île-de-France,CSP_Plus,Célibataire,#NUL!,,,,,,,,,,,,Musiques du monde,
Femme,15_24,Plus_100000,Île-de-France,CSP_Moins,Célibataire,Aucun,,Pop / Rock,Rap / Hip-Hop,,,,,,,,,,
Homme,65+,Plus_100000,Île-de-France,Inactif,En_couple,Un_ou_plus_dans_le_foyer,,,,,,,,,,,,,
Femme,25_34,Plus_100000,Hauts-de-France,Inactif,En_couple,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,,,,R&B,,,,
Femme,50_64,Moins_100000,Grand-Est,CSP_Plus,Célibataire,#NUL!,Variété Française,,,,,,,,,,,,
Homme,25_34,Plus_100000,Nouvelle-Aquitaine,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,,,,,,,,,,,,,
Homme,65+,Plus_100000,Hauts-de-France,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,,,,,
Homme,65+,Plus_100000,Centre-Val de Loire,Inactif,En_couple,Aucun,Variété Française,,,Classique,,,,,,,,Musiques du monde,
Homme,65+,Moins_100000,Occitanie,Inactif,En_couple,Aucun,,,,,,,,,,,,,
Homme,65+,Moins_100000,Occitanie,Inactif,En_couple,Aucun,Variété Française,,,Classique,Jazz,,,,,,,,
Homme,65+,Plus_100000,Grand-Est,Inactif,En_couple,Aucun,,,,,,,,,,,,,
Homme,65+,Moins_100000,Auvergne-Rhône-Alpes,Inactif,Célibataire,#NUL!,,,,,,,,,,,,,
Femme,65+,Plus_100000,Provence-Alpes-Côte-d'Azur,Inactif,En_couple,Aucun,Variété Française,,,Classique,Jazz,Dance,,,,,,Musiques du monde,
Homme,65+,Moins_100000,Bretagne,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,,Jazz,,,,,,,,
Homme,65+,Moins_100000,Auvergne-Rhône-Alpes,Inactif,En_couple,Aucun,,Pop / Rock,,Classique,,,,Métal,,Soul,Reggae,Musiques du monde,
Homme,65+,Moins_100000,Auvergne-Rhône-Alpes,Inactif,En_couple,Aucun,,,,,,,,,,,,,
Femme,65+,Moins_100000,Provence-Alpes-Côte-d'Azur,Inactif,En_couple,Aucun,Variété Française,,,Classique,Jazz,Dance,,,,,,Musiques du monde,
Homme,65+,Plus_100000,Île-de-France,Inactif,Célibataire,#NUL!,Variété Française,,,Classique,,,,,,,,,
Femme,65+,Moins_100000,Bretagne,Inactif,En_couple,Aucun,,,,Classique,,,,,,,,,
Homme,65+,Moins_100000,Île-de-France,Inactif,En_couple,Aucun,Variété Française,,,,,,,,,,,,
Homme,65+,Plus_100000,Île-de-France,Inactif,Célibataire,#NUL!,Variété Française,,,Classique,Jazz,Dance,,,,,Reggae,,
Femme,65+,Moins_100000,Grand-Est,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,,,,,Autres genres
Femme,15_24,Moins_100000,Bourgogne-Franche-Comté,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,Métal,,,Reggae,,Autres genres
Homme,65+,Plus_100000,Île-de-France,Inactif,En_couple,Aucun,Variété Française,,,Classique,Jazz,,,,,,,Musiques du monde,Autres genres
Homme,65+,Plus_100000,Provence-Alpes-Côte-d'Azur,Inactif,Célibataire,#NUL!,,,,Classique,Jazz,,,,,,,,
Femme,65+,Moins_100000,Auvergne-Rhône-Alpes,Inactif,En_couple,Aucun,Variété Française,,,,,,,,,,Reggae,,Autres genres
Femme,65+,Plus_100000,Île-de-France,Inactif,En_couple,Aucun,Variété Française,,,Classique,,,,,,,,Musiques du monde,
Femme,65+,Moins_100000,Bretagne,CSP_Moins,En_couple,Aucun,Variété Française,Pop / Rock,,Classique,Jazz,,,,,,,,
Homme,65+,Plus_100000,Hauts-de-France,Inactif,En_couple,Aucun,,,,,,,,,,,,,
Femme,65+,Plus_100000,Île-de-France,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,,Jazz,,,,,,,,
Homme,65+,Moins_100000,Bourgogne-Franche-Comté,Inactif,En_couple,Aucun,Variété Française,,,,,,,,,,,,
Femme,15_24,Plus_100000,Pays-de-la-Loire,Inactif,Célibataire,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,,,,,,,,,,
Homme,65+,Plus_100000,Normandie,Inactif,En_couple,Aucun,,,,,Jazz,,,,,,,,
Homme,25_34,Plus_100000,Île-de-France,Inactif,En_couple,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,Classique,,,,,,,Reggae,,
Femme,65+,Moins_100000,Hauts-de-France,Inactif,En_couple,Aucun,Variété Française,,,Classique,,,,,,,,,
Homme,65+,Moins_100000,Pays-de-la-Loire,Inactif,En_couple,Aucun,Variété Française,,,,,,,,,,,,
Homme,65+,Moins_100000,Centre-Val de Loire,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,R&B,,Reggae,Musiques du monde,
Homme,65+,Plus_100000,Provence-Alpes-Côte-d'Azur,Inactif,Célibataire,#NUL!,,,,Classique,Jazz,,,,,,,,
Homme,25_34,Plus_100000,Occitanie,CSP_Plus,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,,Pop / Rock,Rap / Hip-Hop,Classique,Jazz,Dance,,Métal,R&B,,,Musiques du monde,
Homme,65+,Moins_100000,Grand-Est,Inactif,En_couple,Aucun,,Pop / Rock,,,,,,Métal,R&B,,Reggae,Musiques du monde,
Homme,65+,Plus_100000,Provence-Alpes-Côte-d'Azur,Inactif,En_couple,Aucun,Variété Française,,,,,,,,,,Reggae,,
Homme,65+,Plus_100000,Bretagne,Inactif,En_couple,Aucun,,,,Classique,,,,,,,,,
Femme,50_64,Moins_100000,Bretagne,Inactif,En_couple,Aucun,Variété Française,,,,Jazz,,,,,Soul,,,
Homme,15_24,Plus_100000,Occitanie,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,,,,,Dance,Electronique,,R&B,Soul,,,
Homme,65+,Plus_100000,Île-de-France,Inactif,Célibataire,#NUL!,,,,Classique,,,,,,,,,
Homme,65+,Moins_100000,Auvergne-Rhône-Alpes,Inactif,Célibataire,#NUL!,,,,,,,,,,,,,
Homme,65+,Moins_100000,Nouvelle-Aquitaine,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,,,Reggae,,
Homme,65+,Plus_100000,Auvergne-Rhône-Alpes,Inactif,En_couple,Aucun,,,,,,,,,,,,,
Homme,65+,Plus_100000,Grand-Est,Inactif,En_couple,Un_ou_plus_dans_le_foyer,,,,Classique,Jazz,,,,,Soul,,,
Homme,50_64,Moins_100000,Auvergne-Rhône-Alpes,Inactif,En_couple,Aucun,Variété Française,,,,,,,,,,,,
Homme,65+,Plus_100000,Provence-Alpes-Côte-d'Azur,Inactif,En_couple,Aucun,Variété Française,,,,,,,,,,,,
Homme,65+,Plus_100000,Île-de-France,Inactif,En_couple,Aucun,Variété Française,,,Classique,Jazz,,,,,,,,
Homme,65+,Moins_100000,Auvergne-Rhône-Alpes,Inactif,En_couple,Aucun,,Pop / Rock,,Classique,Jazz,,,,,,,Musiques du monde,
Homme,65+,Moins_100000,Pays-de-la-Loire,Inactif,En_couple,Aucun,,,,,,,,,,,,,
Homme,65+,Moins_100000,Normandie,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,Classique,,,,,,,,Musiques du monde,
Homme,65+,Moins_100000,Occitanie,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,,Jazz,,Electronique,Métal,,,,Musiques du monde,
Homme,65+,Moins_100000,Provence-Alpes-Côte-d'Azur,Inactif,En_couple,Aucun,,,,Classique,Jazz,,,,,Soul,,,
Homme,50_64,Plus_100000,Grand-Est,Inactif,En_couple,Aucun,Variété Française,,,,,,,,,,,Musiques du monde,
Homme,65+,Plus_100000,Centre-Val de Loire,Inactif,En_couple,Aucun,Variété Française,,,Classique,,,,,,,,Musiques du monde,
Homme,65+,Plus_100000,Auvergne-Rhône-Alpes,Inactif,En_couple,Aucun,Variété Française,,,Classique,Jazz,,,,,,,,
Homme,65+,Plus_100000,Grand-Est,Inactif,En_couple,Aucun,Variété Française,,,,,,,,,,,,
Homme,65+,Plus_100000,Nouvelle-Aquitaine,Inactif,En_couple,Aucun,Variété Française,,,Classique,Jazz,,,,,,,,
Homme,65+,Plus_100000,Normandie,Inactif,Célibataire,Aucun,,,,,,,,,,,,,
Homme,65+,Plus_100000,Île-de-France,Inactif,En_couple,Aucun,Variété Française,,,Classique,,,,,,,,,
Homme,65+,Moins_100000,Hauts-de-France,Inactif,Célibataire,#NUL!,,,,Classique,,,,,,,,Musiques du monde,
Homme,65+,Moins_100000,Centre-Val de Loire,Inactif,En_couple,Aucun,,Pop / Rock,,,,,,Métal,,,,,
Homme,65+,Moins_100000,Auvergne-Rhône-Alpes,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,,Jazz,Dance,,,,,,,
Homme,65+,Moins_100000,Hauts-de-France,Inactif,Célibataire,#NUL!,,,,,,,,,,,,,
Homme,65+,Plus_100000,Normandie,Inactif,En_couple,Aucun,,,,Classique,,,,,,,,Musiques du monde,
Homme,15_24,Plus_100000,Île-de-France,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,,,,,,,,
Homme,65+,Moins_100000,Grand-Est,Inactif,En_couple,Aucun,Variété Française,,,Classique,Jazz,,,,,,,Musiques du monde,
Homme,65+,Moins_100000,Bretagne,Inactif,En_couple,Aucun,Variété Française,,,,,,,,,,,,
Homme,65+,Moins_100000,Auvergne-Rhône-Alpes,Inactif,En_couple,Aucun,,,,Classique,,,,,,,,,
Homme,65+,Plus_100000,Normandie,Inactif,En_couple,Aucun,Variété Française,,,,Jazz,,,,R&B,,,,
Homme,65+,Moins_100000,Occitanie,Inactif,En_couple,Aucun,,Pop / Rock,,,,,,,,Soul,,,
Homme,65+,Plus_100000,Hauts-de-France,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,,,,,
Homme,65+,Moins_100000,Nouvelle-Aquitaine,Inactif,Célibataire,#NUL!,Variété Française,,,Classique,Jazz,,,,,,,Musiques du monde,
Homme,65+,Plus_100000,Auvergne-Rhône-Alpes,Inactif,En_couple,Aucun,,Pop / Rock,,,,,,,R&B,,Reggae,,
Femme,65+,Moins_100000,Bretagne,Inactif,En_couple,Aucun,,,,,,,,,,,,,
Femme,65+,Moins_100000,Nouvelle-Aquitaine,Inactif,Célibataire,#NUL!,Variété Française,Pop / Rock,,,,Dance,,,,,,Musiques du monde,
Homme,65+,Plus_100000,Île-de-France,Inactif,En_couple,Aucun,,,,Classique,,,,,,,,,
Homme,65+,Moins_100000,Centre-Val de Loire,Inactif,Enfant_vivant_chez_parents,Aucun,Variété Française,,,,,,,,,,,,
Homme,65+,Plus_100000,Auvergne-Rhône-Alpes,Inactif,Célibataire,#NUL!,Variété Française,,,,Jazz,,,,,,,Musiques du monde,
Homme,65+,Moins_100000,Centre-Val de Loire,Inactif,En_couple,Aucun,Variété Française,,,,,Dance,,,R&B,Soul,Reggae,,
Homme,65+,Plus_100000,Auvergne-Rhône-Alpes,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,,Jazz,,,,,,,,
Homme,65+,Plus_100000,Pays-de-la-Loire,Inactif,Célibataire,#NUL!,,,,Classique,,,,,,,,,
Homme,65+,Plus_100000,Bourgogne-Franche-Comté,Inactif,En_couple,Aucun,Variété Française,,,,,,,,,,,,
Homme,15_24,Plus_100000,Île-de-France,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,Classique,Jazz,Dance,,,R&B,,Reggae,Musiques du monde,
Homme,25_34,Plus_100000,Normandie,Inactif,En_couple,Un_ou_plus_dans_le_foyer,,,,Classique,,,,Métal,,,,,
Homme,15_24,Plus_100000,Normandie,CSP_Moins,Célibataire,#NUL!,,,Rap / Hip-Hop,,,,,,,,,,
Homme,65+,Plus_100000,Île-de-France,Inactif,En_couple,Aucun,Variété Française,,,Classique,,,,,,,,,
Homme,65+,Plus_100000,Nouvelle-Aquitaine,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,,Soul,,,
Homme,65+,Moins_100000,Pays-de-la-Loire,Inactif,En_couple,Aucun,,,,,Jazz,,,,,,,,
Homme,65+,Plus_100000,Auvergne-Rhône-Alpes,Inactif,Célibataire,#NUL!,,,,,,,,,,,,,
Homme,50_64,Plus_100000,Bretagne,Inactif,En_couple,Aucun,Variété Française,,,,,,,,,,,,
Homme,65+,Moins_100000,Hauts-de-France,Inactif,En_couple,Aucun,,,,,,,,,,,,,
Homme,65+,Plus_100000,Provence-Alpes-Côte-d'Azur,Inactif,Célibataire,#NUL!,,,,,,,,,,,,,
Homme,65+,Plus_100000,Auvergne-Rhône-Alpes,Inactif,En_couple,Aucun,Variété Française,,,Classique,,,,,,,,,
Homme,65+,Plus_100000,Pays-de-la-Loire,Inactif,Célibataire,#NUL!,,Pop / Rock,,,,Dance,Electronique,,,,,,
Homme,65+,Plus_100000,Île-de-France,Inactif,En_couple,Aucun,Variété Française,,,Classique,Jazz,,,,,,,Musiques du monde,
Homme,65+,Plus_100000,Normandie,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,Classique,Jazz,,,,R&B,Soul,,Musiques du monde,
Homme,65+,Moins_100000,Occitanie,Inactif,En_couple,Aucun,,,,Classique,,,,,,,,,
Homme,65+,Plus_100000,Centre-Val de Loire,Inactif,Célibataire,#NUL!,Variété Française,,,Classique,,,,,,,,,
Homme,65+,Moins_100000,Normandie,Inactif,Célibataire,#NUL!,,,,,,Dance,,,,Soul,,,
Homme,65+,Plus_100000,Nouvelle-Aquitaine,Inactif,Célibataire,#NUL!,,Pop / Rock,,,,Dance,,Métal,,,,,
Homme,65+,Plus_100000,Auvergne-Rhône-Alpes,Inactif,En_couple,Aucun,Variété Française,,,Classique,,,,,,,,,
Homme,65+,Moins_100000,Nouvelle-Aquitaine,Inactif,En_couple,Aucun,,,,Classique,Jazz,,,,,,,,Autres genres
Homme,65+,Moins_100000,Nouvelle-Aquitaine,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,,,,Musiques du monde,
Homme,65+,Moins_100000,Normandie,Inactif,En_couple,Aucun,Variété Française,,,,Jazz,,,,,,,Musiques du monde,
Homme,65+,Plus_100000,Île-de-France,Inactif,En_couple,Aucun,,,,,,,,,,,,Musiques du monde,
Homme,65+,Plus_100000,Île-de-France,Inactif,En_couple,Aucun,Variété Française,,,Classique,Jazz,,,,,,,,
Homme,15_24,Moins_100000,Nouvelle-Aquitaine,CSP_Plus,Célibataire,Un_ou_plus_dans_le_foyer,,,,,,,,Métal,,,,,
Homme,65+,Moins_100000,Nouvelle-Aquitaine,Inactif,En_couple,Aucun,,Pop / Rock,,,,,,,,,Reggae,,
Homme,65+,Moins_100000,Provence-Alpes-Côte-d'Azur,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,,,Dance,,,R&B,Soul,Reggae,,
Homme,65+,Plus_100000,Auvergne-Rhône-Alpes,Inactif,En_couple,Aucun,,,,,,,,,,,,,
Homme,65+,Plus_100000,Bourgogne-Franche-Comté,Inactif,En_couple,Un_ou_plus_dans_le_foyer,,,,,,,,,,,,,
Homme,15_24,Moins_100000,Centre-Val de Loire,Inactif,Enfant_vivant_chez_parents,Aucun,Variété Française,Pop / Rock,,,Jazz,Dance,Electronique,,,Soul,Reggae,,
Femme,35_49,Plus_100000,Île-de-France,CSP_Moins,En_couple,Aucun,Variété Française,Pop / Rock,,,,Dance,,,R&B,,,,
Femme,15_24,Moins_100000,Hauts-de-France,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,,,,,,,,,R&B,,,,
Femme,50_64,Moins_100000,Bretagne,CSP_Plus,Célibataire,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,Jazz,Dance,,,R&B,,Reggae,Musiques du monde,
Homme,35_49,Moins_100000,Pays-de-la-Loire,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,,,,Dance,Electronique,Métal,,,,,Autres genres
Femme,50_64,Plus_100000,Nouvelle-Aquitaine,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,,,,,,,,,,,,Autres genres
Femme,15_24,Plus_100000,Occitanie,Inactif,Enfant_vivant_chez_parents,Aucun,,,,,,,Electronique,,,,,,
Homme,15_24,Plus_100000,Île-de-France,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,,,,R&B,,,,
Homme,15_24,Plus_100000,Grand-Est,CSP_Plus,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,,,,,Jazz,,Electronique,,,,,,
Homme,35_49,Plus_100000,Occitanie,CSP_Plus,En_couple,Aucun,,Pop / Rock,Rap / Hip-Hop,,,,Electronique,Métal,R&B,,,Musiques du monde,
Femme,15_24,Moins_100000,Auvergne-Rhône-Alpes,Inactif,Enfant_vivant_chez_parents,Aucun,,,,,,,,,R&B,,,,
Homme,15_24,Plus_100000,Nouvelle-Aquitaine,Inactif,Enfant_vivant_chez_parents,Aucun,,,,,,,Electronique,,,,,,
Femme,15_24,Plus_100000,Hauts-de-France,Inactif,Enfant_vivant_chez_parents,Aucun,Variété Française,,,Classique,Jazz,,,,,Soul,Reggae,,
Homme,35_49,Plus_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,,,,,,,Métal,,,,,
Homme,35_49,Moins_100000,Bretagne,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,,,,,Dance,,,,,,Musiques du monde,
Homme,65+,Plus_100000,Hauts-de-France,Inactif,En_couple,Aucun,Variété Française,,,,,,,,,,,,
Homme,15_24,Plus_100000,Île-de-France,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,Classique,Jazz,Dance,,,R&B,Soul,Reggae,Musiques du monde,
Homme,15_24,Plus_100000,Île-de-France,Inactif,Enfant_vivant_chez_parents,Aucun,,Pop / Rock,,,,,,,,,,,
Femme,50_64,Moins_100000,Hauts-de-France,CSP_Moins,En_couple,Aucun,,,,,,,,,,,,,
Homme,35_49,Moins_100000,Auvergne-Rhône-Alpes,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,,Classique,Jazz,,Electronique,,,Soul,,Musiques du monde,
Homme,35_49,Plus_100000,Auvergne-Rhône-Alpes,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,,,,Jazz,,,,R&B,Soul,,,
Femme,15_24,Plus_100000,Île-de-France,CSP_Plus,Enfant_vivant_chez_parents,Aucun,Variété Française,,Rap / Hip-Hop,,,,,,R&B,,,,
Homme,35_49,Plus_100000,Grand-Est,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,,Electronique,,,Soul,,,
Femme,15_24,Moins_100000,Grand-Est,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,Dance,,,,,,,
Femme,25_34,Plus_100000,Grand-Est,CSP_Plus,Célibataire,#NUL!,Variété Française,Pop / Rock,,,,Dance,,,R&B,Soul,,Musiques du monde,
Femme,65+,Moins_100000,Pays-de-la-Loire,Inactif,Célibataire,#NUL!,Variété Française,Pop / Rock,,,,Dance,,,,,Reggae,Musiques du monde,
Femme,15_24,Plus_100000,Hauts-de-France,CSP_Moins,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,,,,,
Femme,15_24,Plus_100000,Provence-Alpes-Côte-d'Azur,Inactif,Enfant_vivant_chez_parents,Aucun,,Pop / Rock,Rap / Hip-Hop,,,,,,,Soul,,,
Femme,15_24,Moins_100000,Nouvelle-Aquitaine,Inactif,Enfant_vivant_chez_parents,Aucun,Variété Française,Pop / Rock,,,,,,,,,,,Autres genres
Femme,35_49,Plus_100000,Auvergne-Rhône-Alpes,CSP_Moins,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,Variété Française,,,,,Dance,,,R&B,Soul,,,
Femme,15_24,Moins_100000,Île-de-France,Inactif,Célibataire,Aucun,,Pop / Rock,,,,,,,,,,,
Femme,15_24,Plus_100000,Normandie,CSP_Moins,Célibataire,#NUL!,,Pop / Rock,,,,,,,,,,,
Homme,25_34,Plus_100000,Bourgogne-Franche-Comté,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,,Classique,,,,,,,,Musiques du monde,
Homme,15_24,Plus_100000,Pays-de-la-Loire,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,Classique,,,,Métal,,,,,
Femme,15_24,Plus_100000,Centre-Val de Loire,Inactif,Célibataire,Aucun,,Pop / Rock,Rap / Hip-Hop,,,Dance,Electronique,,,,,Musiques du monde,
Homme,15_24,Plus_100000,Île-de-France,Inactif,Célibataire,Aucun,,Pop / Rock,Rap / Hip-Hop,,,,,,,,,,
Femme,35_49,Moins_100000,Nouvelle-Aquitaine,CSP_Plus,En_couple,Aucun,Variété Française,Pop / Rock,Rap / Hip-Hop,,Jazz,Dance,Electronique,,R&B,Soul,Reggae,Musiques du monde,
Femme,50_64,Plus_100000,Île-de-France,CSP_Plus,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,,Soul,,,
Femme,65+,Plus_100000,Île-de-France,Inactif,Célibataire,#NUL!,,,,,,,,,,,,,
Femme,15_24,Moins_100000,Pays-de-la-Loire,Inactif,Célibataire,Un_ou_plus_dans_le_foyer,,Pop / Rock,,,,,,,,,,,
Homme,15_24,Plus_100000,Île-de-France,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,,,,R&B,,,,
